data,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,variazione_terapia_intensiva,variazione_ricoverati_con_sintomi,variazione_totale_ospedalizzati,variazione_isolamento_domiciliare,nuovi_dimessi_guariti,nuovi_deceduti,nuovi_tamponi,nuovi_casi_testati,ti_su_to,to_su_tp,np_su_nt,np_su_nct,var_ti_perc,var_pos_perc,np_log
2020-02-25T18:00:00,114,35,150,162,311,90,93,1,10,,,322,8623,,,,,,,9.0,13.0,23.0,68.0,0.0,3.0,4299.0,,23.33,48.23,2.16,,34.62,40.72,1.968482948553935
2020-02-26T18:00:00,128,36,164,221,385,74,78,3,12,,,400,9587,,,,,,,1.0,14.0,14.0,59.0,2.0,2.0,964.0,,21.95,42.6,8.09,,2.86,23.79,1.8920946026904804
2020-02-27T18:00:00,248,56,304,284,588,203,250,45,17,,,650,12014,,,,,,,20.0,120.0,140.0,63.0,42.0,5.0,2427.0,,18.42,51.7,10.3,,55.56,52.73,2.3979400086720375
2020-02-28T18:00:00,345,64,409,412,821,233,238,46,21,,,888,15695,,,,,,,8.0,97.0,105.0,128.0,1.0,4.0,3681.0,,15.65,49.82,6.47,,14.29,39.63,2.376576957056512
2020-02-29T18:00:00,401,105,506,543,1049,228,240,50,29,,,1128,18661,,,,,,,41.0,56.0,97.0,131.0,4.0,8.0,2966.0,,20.75,48.24,8.09,,64.06,27.77,2.380211241711606
2020-03-01T18:00:00,639,140,779,798,1577,528,566,83,34,,,1694,21127,,,,,,,35.0,238.0,273.0,255.0,33.0,5.0,2466.0,,17.97,49.4,22.95,,33.33,50.33,2.7528164311882715
2020-03-02T18:00:00,742,166,908,927,1835,258,342,149,52,,,2036,23345,,,,,,,26.0,103.0,129.0,129.0,66.0,18.0,2218.0,,18.28,49.48,15.42,,18.57,16.36,2.534026106056135
2020-03-03T18:00:00,1034,229,1263,1000,2263,428,466,160,79,,,2502,25856,,,,,,,63.0,292.0,355.0,73.0,11.0,27.0,2511.0,,18.13,55.81,18.56,,37.95,23.32,2.66838591669
2020-03-04T18:00:00,1346,295,1641,1065,2706,443,587,276,107,,,3089,29837,,,,,,,66.0,312.0,378.0,65.0,116.0,28.0,3981.0,,17.98,60.64,14.75,,28.82,19.58,2.7686381012476144
2020-03-05T18:00:00,1790,351,2141,1155,3296,590,769,414,148,,,3858,32362,,,,,,,56.0,444.0,500.0,90.0,138.0,41.0,2525.0,,16.39,64.96,30.46,,18.98,21.8,2.885926339801431
2020-03-06T18:00:00,2394,462,2856,1060,3916,620,778,523,197,,,4636,36359,,,,,,,111.0,604.0,715.0,-95.0,109.0,49.0,3997.0,,16.18,72.93,19.46,,31.62,18.81,2.890979596989689
2020-03-07T18:00:00,2651,567,3218,1843,5061,1145,1247,589,233,,,5883,42062,,,,,,,105.0,257.0,362.0,783.0,66.0,36.0,5703.0,,17.62,63.58,21.87,,22.73,29.24,3.0958664534785427
2020-03-08T18:00:00,3557,650,4207,2180,6387,1326,1492,622,366,,,7375,49937,,,,,,,83.0,906.0,989.0,337.0,33.0,133.0,7875.0,,15.45,65.87,18.95,,14.64,26.2,3.17376882313665
2020-03-09T18:00:00,4316,733,5049,2936,7985,1598,1797,724,463,,,9172,53826,,,,,,,83.0,759.0,842.0,756.0,102.0,97.0,3889.0,,14.52,63.23,46.21,,12.77,25.02,3.2545480771089736
2020-03-10T18:00:00,5038,877,5915,2599,8514,529,977,1004,631,,,10149,60761,,,,,,,144.0,722.0,866.0,-337.0,280.0,168.0,6935.0,,14.83,69.47,14.09,,19.65,6.62,2.989894563718773
2020-03-11T17:00:00,5838,1028,6866,3724,10590,2076,2313,1045,827,,,12462,73154,,,,,,,151.0,800.0,951.0,1125.0,41.0,196.0,12393.0,,14.97,64.83,18.66,,17.22,24.38,3.3641756327706194
2020-03-12T17:00:00,6650,1153,7803,5036,12839,2249,2651,1258,1016,,,15113,86011,,,,,,,125.0,812.0,937.0,1312.0,213.0,189.0,12857.0,,14.78,60.78,20.62,,12.16,21.24,3.4234097277330933
2020-03-13T17:00:00,7426,1328,8754,6201,14955,2116,2547,1439,1266,,,17660,97488,,,,,,,175.0,776.0,951.0,1165.0,181.0,250.0,11477.0,,15.17,58.54,22.19,,15.18,16.48,3.406028944963615
2020-03-14T17:00:00,8372,1518,9890,7860,17750,2795,3497,1966,1441,,,21157,109170,,,,,,,190.0,946.0,1136.0,1659.0,527.0,175.0,11682.0,,15.35,55.72,29.93,,14.31,18.69,3.5436956323092446
2020-03-15T17:00:00,9663,1672,11335,9268,20603,2853,3590,2335,1809,,,24747,124899,,,,,,,154.0,1291.0,1445.0,1408.0,369.0,368.0,15729.0,,14.75,55.02,22.82,,10.14,16.07,3.5550944485783194
2020-03-16T17:00:00,11025,1851,12876,10197,23073,2470,3233,2749,2158,,,27980,137962,,,,,,,179.0,1362.0,1541.0,929.0,414.0,349.0,13063.0,,14.38,55.81,24.75,,10.71,11.99,3.5096057046115563
2020-03-17T17:00:00,12894,2060,14954,11108,26062,2989,3526,2941,2503,,,31506,148657,,,,,,,209.0,1869.0,2078.0,911.0,192.0,345.0,10695.0,,13.78,57.38,32.97,,11.29,12.95,3.5472823079633033
2020-03-18T17:00:00,14363,2257,16620,12090,28710,2648,4207,4025,2978,,,35713,165541,,,,,,,197.0,1469.0,1666.0,982.0,1084.0,475.0,16884.0,,13.58,57.89,24.92,,9.56,10.16,3.6239725120169965
2020-03-19T17:00:00,15757,2498,18255,14935,33190,4480,5322,4440,3405,,,41035,182777,,,,,,,241.0,1394.0,1635.0,2845.0,415.0,427.0,17236.0,,13.68,55.0,30.88,,10.68,15.6,3.72607487021537
2020-03-20T17:00:00,16020,2655,18675,19185,37860,4670,5986,5129,4032,,,47021,206886,,,,,,,157.0,263.0,420.0,4250.0,689.0,627.0,24109.0,,14.22,49.33,24.83,,6.29,14.07,3.7771367125041726
2020-03-21T17:00:00,17708,2857,20565,22116,42681,4821,6557,6072,4825,,,53578,233222,,,,,,,202.0,1688.0,1890.0,2931.0,943.0,793.0,26336.0,,13.89,48.18,24.9,,7.61,12.73,3.816705183666515
2020-03-22T17:00:00,19846,3009,22855,23783,46638,3957,5560,7024,5476,,,59138,258402,,,,,,,152.0,2138.0,2290.0,1667.0,952.0,651.0,25180.0,,13.17,49.01,22.08,,5.32,9.27,3.7450747915820575
2020-03-23T17:00:00,20692,3204,23896,26522,50418,3780,4789,7432,6077,,,63927,275468,,,,,,,195.0,846.0,1041.0,2739.0,408.0,601.0,17066.0,,13.41,47.4,28.06,,6.48,8.1,3.6802448370426077
2020-03-24T17:00:00,21937,3396,25333,28697,54030,3612,5249,8326,6820,,,69176,296964,,,,,,,192.0,1245.0,1437.0,2175.0,894.0,743.0,21496.0,,13.41,46.89,24.42,,5.99,7.16,3.7200765727681406
2020-03-25T17:00:00,23112,3489,26601,30920,57521,3491,5210,9362,7503,,,74386,324445,,,,,,,93.0,1175.0,1268.0,2223.0,1036.0,683.0,27481.0,,13.12,46.25,18.96,,2.74,6.46,3.7168377232995247
2020-03-26T17:00:00,24753,3612,28365,33648,62013,4492,6153,10361,8165,,,80539,361060,,,,,,,123.0,1641.0,1764.0,2728.0,999.0,662.0,36615.0,,12.73,45.74,16.8,,3.53,7.81,3.7890869150880286
2020-03-27T17:00:00,26029,3732,29761,36653,66414,4401,5959,10950,9134,,,86498,394079,,,,,,,120.0,1276.0,1396.0,3005.0,589.0,969.0,33019.0,,12.54,44.81,18.05,,3.32,7.1,3.775173385424787
2020-03-28T17:00:00,26676,3856,30532,39533,70065,3651,5974,12384,10023,,,92472,429526,,,,,,,124.0,647.0,771.0,2880.0,1434.0,889.0,35447.0,,12.63,43.58,16.85,,3.32,5.5,3.7762652182681093
2020-03-29T17:00:00,27386,3906,31292,42588,73880,3815,5217,13030,10779,,,97689,454030,,,,,,,50.0,710.0,760.0,3055.0,646.0,756.0,24504.0,,12.48,42.36,21.29,,1.3,5.44,3.717420836722375
2020-03-30T17:00:00,27795,3981,31776,43752,75528,1648,4050,14620,11591,,,101739,477359,,,,,,,75.0,409.0,484.0,1164.0,1590.0,812.0,23329.0,,12.53,42.07,17.36,,1.92,2.23,3.6074550232146687
2020-03-31T17:00:00,28192,4023,32215,45420,77635,2107,4053,15729,12428,,,105792,506968,,,,,,,42.0,397.0,439.0,1668.0,1109.0,837.0,29609.0,,12.49,41.5,13.69,,1.06,2.79,3.607776603741693
2020-04-01T17:00:00,28403,4035,32438,48134,80572,2937,4782,16847,13155,,,110574,541423,,,,,,,12.0,211.0,223.0,2714.0,1118.0,727.0,34455.0,,12.44,40.26,13.88,,0.3,3.78,3.679609571779756
2020-04-02T17:00:00,28540,4053,32593,50456,83049,2477,4668,18278,13915,,,115242,581232,,,,,,,18.0,137.0,155.0,2322.0,1431.0,760.0,39809.0,,12.44,39.25,11.73,,0.45,3.07,3.6691308473733324
2020-04-03T17:00:00,28741,4068,32809,52579,85388,2339,4585,19758,14681,,,119827,619849,,,,,,,15.0,201.0,216.0,2123.0,1480.0,766.0,38617.0,,12.4,38.42,11.87,,0.37,2.82,3.66133934000604
2020-04-04T17:00:00,29010,3994,33004,55270,88274,2886,4805,20996,15362,,,124632,657224,,,,,,,-74.0,269.0,195.0,2691.0,1238.0,681.0,37375.0,,12.1,37.39,12.86,,-1.82,3.38,3.681693392004564
2020-04-05T17:00:00,28949,3977,32926,58320,91246,2972,4316,21815,15887,,,128948,691461,,,,,,,-17.0,-61.0,-78.0,3050.0,819.0,525.0,34237.0,,12.08,36.08,12.61,,-0.43,3.37,3.635081436010873
2020-04-06T17:00:00,28976,3898,32874,60313,93187,1941,3599,22837,16523,,,132547,721732,,,,,,,-79.0,27.0,-52.0,1993.0,1022.0,636.0,30271.0,,11.86,35.28,11.89,,-1.99,2.13,3.5561818466529114
2020-04-07T17:00:00,28718,3792,32510,61557,94067,880,3039,24392,17127,,,135586,755445,,,,,,,-106.0,-258.0,-364.0,1244.0,1555.0,604.0,33713.0,,11.66,34.56,9.01,,-2.72,0.94,3.482730700079943
2020-04-08T17:00:00,28485,3693,32178,63084,95262,1195,3836,26491,17669,,,139422,807125,,,,,,,-99.0,-233.0,-332.0,1527.0,2099.0,542.0,51680.0,,11.48,33.78,7.42,,-2.61,1.27,3.583878598498626
2020-04-09T17:00:00,28399,3605,32004,64873,96877,1615,4204,28470,18279,,,143626,853369,,,,,,,-88.0,-86.0,-174.0,1789.0,1979.0,610.0,46244.0,,11.26,33.04,9.09,,-2.38,1.7,3.6236627073562047
2020-04-10T17:00:00,28242,3497,31739,66534,98273,1396,3951,30455,18849,,,147577,906864,,,,,,,-108.0,-157.0,-265.0,1661.0,1985.0,570.0,53495.0,,11.02,32.3,7.39,,-3.0,1.44,3.596707029681446
2020-04-11T17:00:00,28144,3381,31525,68744,100269,1996,4694,32534,19468,,,152271,963473,,,,,,,-116.0,-98.0,-214.0,2210.0,2079.0,619.0,56609.0,,10.72,31.44,8.29,,-3.32,2.03,3.6715430852625737
2020-04-12T17:00:00,27847,3343,31190,71063,102253,1984,4092,34211,19899,,,156363,1010193,,,,,,,-38.0,-297.0,-335.0,2319.0,1677.0,431.0,46720.0,,10.72,30.5,8.76,,-1.12,1.98,3.6119356250401227
2020-04-13T17:00:00,28023,3260,31283,72333,103616,1363,3153,35435,20465,,,159516,1046910,,,,,,,-83.0,176.0,93.0,1270.0,1224.0,566.0,36717.0,,10.42,30.19,8.59,,-2.48,1.33,3.4987239707479048
2020-04-14T17:00:00,28011,3186,31197,73094,104291,675,2972,37130,21067,,,162488,1073689,,,,,,,-74.0,-12.0,-86.0,761.0,1695.0,602.0,26779.0,,10.21,29.91,11.1,,-2.27,0.65,3.4730488050885375
2020-04-15T17:00:00,27643,3079,30722,74696,105418,1127,2667,38092,21645,,,165155,1117404,,,,,,,-107.0,-368.0,-475.0,1602.0,962.0,578.0,43715.0,,10.02,29.14,6.1,,-3.36,1.08,3.4260230156898763
2020-04-16T17:00:00,26893,2936,29829,76778,106607,1189,3786,40164,22170,,,168941,1178403,,,,,,,-143.0,-750.0,-893.0,2082.0,2072.0,525.0,60999.0,,9.84,27.98,6.21,,-4.64,1.13,3.5781806096277777
2020-04-17T17:00:00,25786,2812,28598,78364,106962,355,3493,42727,22745,,,172434,1244108,,,,,,,-124.0,-1107.0,-1231.0,1586.0,2563.0,575.0,65705.0,,9.83,26.74,5.32,,-4.22,0.33,3.5431985856376467
2020-04-18T17:00:00,25007,2733,27740,80031,107771,809,3491,44927,23227,,,175925,1305833,,,,,,,-79.0,-779.0,-858.0,1667.0,2200.0,482.0,61725.0,,9.85,25.74,5.66,,-2.81,0.76,3.5429498488141786
2020-04-19T17:00:00,25033,2635,27668,80589,108257,486,3047,47055,23660,,,178972,1356541,935310.0,,,,,,-98.0,26.0,-72.0,558.0,2128.0,433.0,50708.0,,9.52,25.56,6.01,,-3.59,0.45,3.4838724542226736
2020-04-20T17:00:00,24906,2573,27479,80758,108237,-20,2256,48877,24114,,,181228,1398024,943151.0,,,,,,-62.0,-127.0,-189.0,169.0,1822.0,454.0,41483.0,7841.0,9.36,25.39,5.44,28.77,-2.35,-0.02,3.3533390953113047
2020-04-21T17:00:00,24134,2471,26605,81104,107709,-528,2729,51600,24648,,,183957,1450150,971246.0,,,,,,-102.0,-772.0,-874.0,346.0,2723.0,534.0,52126.0,28095.0,9.29,24.7,5.24,9.71,-3.96,-0.49,3.4360035356698964
2020-04-22T17:00:00,23805,2384,26189,81510,107699,-10,3370,54543,25085,,,187327,1513251,1015494.0,,,,,,-87.0,-329.0,-416.0,406.0,2943.0,437.0,63101.0,44248.0,9.1,24.32,5.34,7.62,-3.52,-0.01,3.5276299008713385
2020-04-23T17:00:00,22871,2267,25138,81710,106848,-851,2646,57576,25549,,,189973,1579909,1052577.0,,,,,,-117.0,-934.0,-1051.0,200.0,3033.0,464.0,66658.0,37083.0,9.02,23.53,3.97,7.14,-4.91,-0.79,3.422589839851482
2020-04-24T17:00:00,22068,2173,24241,82286,106527,-321,3021,60498,25969,,,192994,1642356,1147850.0,,,,,,-94.0,-803.0,-897.0,576.0,2922.0,420.0,62447.0,95273.0,8.96,22.76,4.84,3.17,-4.15,-0.3,3.4801507252732806
2020-04-25T17:00:00,21533,2102,23635,82212,105847,-680,2357,63120,26384,,,195351,1707743,1186526.0,,,,,,-71.0,-535.0,-606.0,-74.0,2622.0,415.0,65387.0,38676.0,8.89,22.33,3.6,6.09,-3.27,-0.64,3.3723595825243238
2020-04-26T17:00:00,21372,2009,23381,82722,106103,256,2324,64928,26644,,,197675,1757659,1210639.0,,,,,,-93.0,-161.0,-254.0,510.0,1808.0,260.0,49916.0,24113.0,8.59,22.04,4.66,9.64,-4.42,0.24,3.366236123718293
2020-04-27T17:00:00,20353,1956,22309,83504,105813,-290,1739,66624,26977,,,199414,1789662,1237317.0,,,,,,-53.0,-1019.0,-1072.0,782.0,1696.0,333.0,32003.0,26678.0,8.77,21.08,5.43,6.52,-2.64,-0.27,3.2402995820027125
2020-04-28T17:00:00,19723,1863,21586,83619,105205,-608,2091,68941,27359,,,201505,1846934,1274871.0,,,,,,-93.0,-630.0,-723.0,115.0,2317.0,382.0,57272.0,37554.0,8.63,20.52,3.65,5.57,-4.75,-0.57,3.3203540328176717
2020-04-29T17:00:00,19210,1795,21005,83652,104657,-548,2086,71252,27682,,,203591,1910761,1313460.0,,,,,,-68.0,-513.0,-581.0,33.0,2311.0,323.0,63827.0,38589.0,8.55,20.07,3.27,5.41,-3.65,-0.52,3.319314304090512
2020-04-30T17:00:00,18149,1694,19843,81708,101551,-3106,1872,75945,27967,,,205463,1979217,1354901.0,,,,,,-101.0,-1061.0,-1162.0,-1944.0,4693.0,285.0,68456.0,41441.0,8.54,19.54,2.73,4.52,-5.63,-2.97,3.2723058444020863
2020-05-01T17:00:00,17569,1578,19147,81796,100943,-608,1965,78249,28236,,,207428,2053425,1398633.0,,,,,,-116.0,-580.0,-696.0,88.0,2304.0,269.0,74208.0,43732.0,8.24,18.97,2.65,4.49,-6.85,-0.6,3.2933625547114453
2020-05-02T17:00:00,17357,1539,18896,81808,100704,-239,1900,79914,28710,,,209328,2108837,1429864.0,,,,,,-39.0,-212.0,-251.0,12.0,1665.0,474.0,55412.0,31231.0,8.14,18.76,3.43,6.08,-2.47,-0.24,3.278753600952829
2020-05-03T17:00:00,17242,1501,18743,81436,100179,-525,1389,81654,28884,,,210717,2153772,1456911.0,,,,,,-38.0,-115.0,-153.0,-372.0,1740.0,174.0,44935.0,27047.0,8.01,18.71,3.09,5.14,-2.47,-0.52,3.1427022457376155
2020-05-04T17:00:00,16823,1479,18302,81678,99980,-199,1221,82879,29079,,,211938,2191403,1479910.0,,,,,,-22.0,-419.0,-441.0,242.0,1225.0,195.0,37631.0,22999.0,8.08,18.31,3.24,5.31,-1.47,-0.2,3.0867156639448825
2020-05-05T17:00:00,16270,1427,17697,80770,98467,-1513,1075,85231,29315,,,213013,2246666,1512121.0,,,,,,-52.0,-553.0,-605.0,-908.0,2352.0,236.0,55263.0,32211.0,8.06,17.97,1.95,3.34,-3.52,-1.51,3.031408464251624
2020-05-06T17:00:00,15769,1333,17102,74426,91528,-6939,1444,93245,29684,,,214457,2310929,1549892.0,,,,,,-94.0,-501.0,-595.0,-6344.0,8014.0,369.0,64263.0,37771.0,7.79,18.68,2.25,3.82,-6.59,-7.05,3.1595671932336202
2020-05-07T17:00:00,15174,1311,16485,73139,89624,-1904,1401,96276,29958,,,215858,2381288,1563557.0,,,,,,-22.0,-595.0,-617.0,-1287.0,3031.0,274.0,70359.0,13665.0,7.95,18.39,1.99,10.25,-1.65,-2.08,3.1464381352857744
2020-05-08T17:00:00,14636,1168,15804,72157,87961,-1663,1327,99023,30201,,,217185,2445063,1608985.0,,,,,,-143.0,-538.0,-681.0,-982.0,2747.0,243.0,63775.0,45428.0,7.39,17.97,2.08,2.92,-10.91,-1.86,3.1228709228644354
2020-05-09T17:00:00,13834,1034,14868,69974,84842,-3119,1083,103031,30395,,,218268,2514234,1645076.0,,,,,,-134.0,-802.0,-936.0,-2183.0,4008.0,194.0,69171.0,36091.0,6.95,17.52,1.57,3.0,-11.47,-3.55,3.0346284566253203
2020-05-10T17:00:00,13618,1027,14645,68679,83324,-1518,802,105186,30560,,,219070,2565912,1676460.0,,,,,,-7.0,-216.0,-223.0,-1295.0,2155.0,165.0,51678.0,31384.0,7.01,17.58,1.55,2.56,-0.68,-1.79,2.9041743682841634
2020-05-11T17:00:00,13539,999,14538,67950,82488,-836,744,106587,30739,,,219814,2606652,1702283.0,,,,,,-28.0,-79.0,-107.0,-729.0,1401.0,179.0,40740.0,25823.0,6.87,17.62,1.83,2.88,-2.73,-1.0,2.8715729355458786
2020-05-12T17:00:00,12865,952,13817,67449,81266,-1222,1402,109039,30911,,,221216,2673655,1741903.0,,,,,,-47.0,-674.0,-721.0,-501.0,2452.0,172.0,67003.0,39620.0,6.89,17.0,2.09,3.54,-4.7,-1.48,3.14674801363064
2020-05-13T17:00:00,12172,893,13065,65392,78457,-2809,888,112541,31106,,,222104,2735628,1778952.0,,,,,,-59.0,-693.0,-752.0,-2057.0,3502.0,195.0,61973.0,37049.0,6.84,16.65,1.43,2.4,-6.2,-3.46,2.948412965778601
2020-05-14T17:00:00,11453,855,12308,64132,76440,-2017,992,115288,31368,,,223096,2807504,1820083.0,,,,,,-38.0,-719.0,-757.0,-1260.0,2747.0,262.0,71876.0,41131.0,6.95,16.1,1.38,2.41,-4.26,-2.57,2.9965116721541785
2020-05-15T17:00:00,10792,808,11600,60470,72070,-4370,789,120205,31610,,,223885,2875680,1859110.0,,,,,,-47.0,-661.0,-708.0,-3662.0,4917.0,242.0,68176.0,39027.0,6.97,16.1,1.16,2.02,-5.5,-5.72,2.89707700320942
2020-05-16T17:00:00,10400,775,11175,59012,70187,-1883,875,122810,31763,,,224760,2944859,1899767.0,,,,,,-33.0,-392.0,-425.0,-1458.0,2605.0,153.0,69179.0,40657.0,6.94,15.92,1.26,2.15,-4.08,-2.61,2.942008053022313
2020-05-17T17:00:00,10311,762,11073,57278,68351,-1836,675,125176,31908,,,225435,3004960,1933272.0,,,,,,-13.0,-89.0,-102.0,-1734.0,2366.0,145.0,60101.0,33505.0,6.88,16.2,1.12,2.01,-1.68,-2.62,2.829303772831025
2020-05-18T17:00:00,10207,749,10956,55597,66553,-1798,451,127326,32007,,,225886,3041366,1959373.0,,,,,,-13.0,-104.0,-117.0,-1681.0,2150.0,99.0,36406.0,26101.0,6.84,16.46,1.24,1.73,-1.71,-2.63,2.6541765418779604
2020-05-19T17:00:00,9991,716,10707,54422,65129,-1424,813,129401,32169,,,226699,3104524,1999599.0,,,,,,-33.0,-216.0,-249.0,-1175.0,2075.0,162.0,63158.0,40226.0,6.69,16.44,1.29,2.02,-4.41,-2.14,2.910090545594068
2020-05-20T17:00:00,9624,676,10300,52452,62752,-2377,665,132282,32330,,,227364,3171719,2038216.0,,,,,,-40.0,-367.0,-407.0,-1970.0,2881.0,161.0,67195.0,38617.0,6.56,16.41,0.99,1.72,-5.59,-3.65,2.8228216453031045
2020-05-21T17:00:00,9269,640,9909,51051,60960,-1792,642,134560,32486,,,228006,3243398,2078860.0,,,,,,-36.0,-355.0,-391.0,-1401.0,2278.0,156.0,71679.0,40644.0,6.46,16.25,0.9,1.58,-5.33,-2.86,2.807535028068853
2020-05-22T17:00:00,8957,595,9552,49770,59322,-1638,652,136720,32616,,,228658,3318778,2121847.0,,,,,,-45.0,-312.0,-357.0,-1281.0,2160.0,130.0,75380.0,42987.0,6.23,16.1,0.86,1.52,-7.03,-2.69,2.81424759573192
2020-05-23T17:00:00,8695,572,9267,48485,57752,-1570,669,138840,32735,,,229327,3391188,2164426.0,,,,,,-23.0,-262.0,-285.0,-1285.0,2120.0,119.0,72410.0,42579.0,6.17,16.05,0.92,1.57,-3.87,-2.65,2.8254261177678233
2020-05-24T17:00:00,8613,553,9166,47428,56594,-1158,531,140479,32785,,,229858,3447012,2198632.0,,,,,,-19.0,-82.0,-101.0,-1057.0,1639.0,50.0,55824.0,34206.0,6.03,16.2,0.95,1.55,-3.32,-2.01,2.725094521081469
2020-05-25T17:00:00,8185,541,8726,46574,55300,-1294,300,141981,32877,,,230158,3482253,2219308.0,,,,,,-12.0,-428.0,-440.0,-854.0,1502.0,92.0,35241.0,20676.0,6.2,15.78,0.85,1.45,-2.17,-2.29,2.4771212547196626
2020-05-26T17:00:00,7917,521,8438,44504,52942,-2358,397,144658,32955,,,230555,3539927,2253252.0,,,,,,-20.0,-268.0,-288.0,-2070.0,2677.0,78.0,57674.0,33944.0,6.17,15.94,0.69,1.17,-3.7,-4.26,2.598790506763115
2020-05-27T17:00:00,7729,505,8234,42732,50966,-1976,584,147101,33072,,,231139,3607251,2290551.0,,,,,,-16.0,-188.0,-204.0,-1772.0,2443.0,117.0,67324.0,37299.0,6.13,16.16,0.87,1.57,-3.07,-3.73,2.7664128471123997
2020-05-28T17:00:00,7379,489,7868,40118,47986,-2980,593,150604,33142,,,231732,3683144,2330389.0,,,,,,-16.0,-350.0,-366.0,-2614.0,3503.0,70.0,75893.0,39838.0,6.22,16.4,0.78,1.49,-3.17,-5.85,2.7730546933642626
2020-05-29T17:00:00,7094,475,7569,38606,46175,-1811,516,152844,33229,,,232248,3755279,2368622.0,,,,,,-14.0,-285.0,-299.0,-1512.0,2240.0,87.0,72135.0,38233.0,6.28,16.39,0.72,1.35,-2.86,-3.77,2.7126497016272113
2020-05-30T17:00:00,6680,450,7130,36561,43691,-2484,416,155633,33340,,,232664,3824621,2404673.0,,,,,,-25.0,-414.0,-439.0,-2045.0,2789.0,111.0,69342.0,36051.0,6.31,16.32,0.6,1.15,-5.26,-5.38,2.6190933306267428
2020-05-31T17:00:00,6387,435,6822,35275,42097,-1594,355,157507,33415,,,233019,3878739,2433621.0,,,,,,-15.0,-293.0,-308.0,-1286.0,1874.0,75.0,54118.0,28948.0,6.38,16.21,0.66,1.23,-3.33,-3.65,2.550228353055094
2020-06-01T17:00:00,6099,424,6523,34844,41367,-730,178,158355,33475,,,233197,3910133,2451674.0,,,,,,-11.0,-288.0,-299.0,-431.0,848.0,60.0,31394.0,18053.0,6.5,15.77,0.57,0.99,-2.53,-1.73,2.250420002308894
2020-06-02T17:00:00,5916,408,6324,33569,39893,-1474,318,160092,33530,,,233515,3962292,2477302.0,,,,,,-16.0,-183.0,-199.0,-1275.0,1737.0,55.0,52159.0,25628.0,6.45,15.85,0.61,1.24,-3.77,-3.56,2.5024271199844326
2020-06-03T17:00:00,5742,353,6095,33202,39297,-596,321,160938,33601,,,233836,3999591,2497337.0,,,,,,-55.0,-174.0,-229.0,-367.0,846.0,71.0,37299.0,20035.0,5.79,15.51,0.86,1.6,-13.48,-1.49,2.506505032404872
2020-06-04T17:00:00,5503,338,5841,32588,38429,-868,177,161895,33689,,,234013,4049544,2524788.0,,,,,,-15.0,-239.0,-254.0,-614.0,957.0,88.0,49953.0,27451.0,5.79,15.2,0.35,0.64,-4.25,-2.21,2.247973266361807
2020-06-05T17:00:00,5301,316,5617,31359,36976,-1453,518,163781,33774,,,234531,4114572,2565258.0,,,,,,-22.0,-202.0,-224.0,-1229.0,1886.0,85.0,65028.0,40470.0,5.63,15.19,0.8,1.28,-6.51,-3.78,2.714329759745233
2020-06-06T17:00:00,5002,293,5295,30582,35877,-1099,270,165078,33846,,,234801,4187057,2599294.0,,,,,,-23.0,-299.0,-322.0,-777.0,1297.0,72.0,72485.0,34036.0,5.53,14.76,0.37,0.79,-7.28,-2.97,2.4313637641589874
2020-06-07T17:00:00,4864,287,5151,30111,35262,-615,197,165837,33899,,,234998,4236535,2627188.0,,,,,,-6.0,-138.0,-144.0,-471.0,759.0,53.0,49478.0,27894.0,5.57,14.61,0.4,0.71,-2.05,-1.71,2.294466226161593
2020-06-08T17:00:00,4729,283,5012,29718,34730,-532,280,166584,33964,,,235278,4263647,2643489.0,,,,,,-4.0,-135.0,-139.0,-393.0,747.0,65.0,27112.0,16301.0,5.65,14.43,1.03,1.72,-1.39,-1.51,2.4471580313422194
2020-06-09T17:00:00,4581,263,4844,28028,32872,-1858,283,168646,34043,,,235561,4318650,2675689.0,,,,,,-20.0,-148.0,-168.0,-1690.0,2062.0,79.0,55003.0,32200.0,5.43,14.74,0.51,0.88,-7.07,-5.35,2.45178643552429
2020-06-10T17:00:00,4320,249,4569,27141,31710,-1162,202,169939,34114,,,235763,4381349,2713554.0,,,,,,-14.0,-261.0,-275.0,-887.0,1293.0,71.0,62699.0,37865.0,5.45,14.41,0.32,0.53,-5.32,-3.53,2.305351369446624
2020-06-11T17:00:00,4131,236,4367,26270,30637,-1073,379,171338,34167,,,236142,4443821,2746545.0,,,,,,-13.0,-189.0,-202.0,-871.0,1399.0,53.0,62472.0,32991.0,5.4,14.25,0.61,1.15,-5.22,-3.38,2.578639209968072
2020-06-12T17:00:00,3893,227,4120,24877,28997,-1640,163,173085,34223,,,236305,4514441,2784196.0,,,,,,-9.0,-238.0,-247.0,-1393.0,1747.0,56.0,70620.0,37651.0,5.51,14.21,0.23,0.43,-3.81,-5.35,2.2121876044039577
2020-06-13T17:00:00,3747,220,3967,23518,27485,-1512,346,174865,34301,,,236651,4564191,2817076.0,,,,,,-7.0,-146.0,-153.0,-1359.0,1780.0,78.0,49750.0,32880.0,5.55,14.43,0.7,1.05,-3.08,-5.21,2.5390760987927767
