data,codice_regione,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,variazione_terapia_intensiva,variazione_ricoverati_con_sintomi,variazione_totale_ospedalizzati,nuovi_dimessi_guariti,nuovi_deceduti,nuovi_tamponi,nuovi_casi_testati,variazione_isolamento_domiciliare,ti_su_to,to_su_tp,np_su_nt,np_su_nct,var_ti_perc,var_pos_perc
2020-02-25T18:00:00,20,Sardegna,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26T18:00:00,20,Sardegna,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27T18:00:00,20,Sardegna,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28T18:00:00,20,Sardegna,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29T17:00:00,20,Sardegna,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01T17:00:00,20,Sardegna,0,0,0,0,0,0,0,0,0,0.0,0.0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02T18:00:00,20,Sardegna,0,0,0,0,0,0,0,0,0,0.0,0.0,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03T18:00:00,20,Sardegna,1,0,1,0,1,1,1,0,0,0.0,0.0,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2020-03-04T17:00:00,20,Sardegna,1,0,1,1,2,1,1,0,0,0.0,0.0,2,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,50.0,7.69,0.0,0.0,100.0
2020-03-05T17:00:00,20,Sardegna,2,0,2,0,2,0,0,0,0,0.0,0.0,2,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,-1.0,0.0,100.0,0.0,0.0,0.0,0.0
2020-03-06T17:00:00,20,Sardegna,2,0,2,3,5,3,3,0,0,0.0,0.0,5,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,3.0,0.0,40.0,6.12,0.0,0.0,150.0
2020-03-07T18:00:00,20,Sardegna,2,0,2,3,5,0,0,0,0,0.0,0.0,5,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0
2020-03-08T18:00:00,20,Sardegna,5,0,5,6,11,6,6,0,0,0.0,0.0,11,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,50.0,0.0,3.0,0.0,45.45,12.0,0.0,0.0,120.0
2020-03-09T18:00:00,20,Sardegna,8,0,8,11,19,8,8,0,0,0.0,0.0,19,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,36.0,0.0,5.0,0.0,42.11,22.22,0.0,0.0,72.73
2020-03-10T18:00:00,20,Sardegna,9,0,9,11,20,1,1,0,0,0.0,0.0,20,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,45.0,5.26,0.0,0.0,5.26
2020-03-11T17:00:00,20,Sardegna,10,0,10,27,37,17,17,0,0,0.0,0.0,37,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,79.0,0.0,16.0,0.0,27.03,21.52,0.0,0.0,85.0
2020-03-12T17:00:00,20,Sardegna,12,0,12,27,39,2,2,0,0,0.0,0.0,39,302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,30.77,10.53,0.0,0.0,5.41
2020-03-13T17:00:00,20,Sardegna,12,0,12,31,43,4,4,0,0,0.0,0.0,43,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,4.0,0.0,27.91,1.98,0.0,0.0,10.26
2020-03-14T17:00:00,20,Sardegna,14,0,14,33,47,4,4,0,0,0.0,0.0,47,530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,26.0,0.0,2.0,0.0,29.79,15.38,0.0,0.0,9.3
2020-03-15T17:00:00,20,Sardegna,16,0,16,59,75,28,30,0,2,0.0,0.0,77,613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,83.0,0.0,26.0,0.0,21.33,36.14,0.0,0.0,59.57
2020-03-16T17:00:00,20,Sardegna,39,0,39,66,105,30,30,0,2,0.0,0.0,107,797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,184.0,0.0,7.0,0.0,37.14,16.3,0.0,0.0,40.0
2020-03-17T17:00:00,20,Sardegna,36,4,40,75,115,10,10,0,2,0.0,0.0,117,1003,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,1.0,0.0,0.0,206.0,0.0,9.0,10.0,34.78,4.85,0.0,0.0,9.52
2020-03-18T17:00:00,20,Sardegna,42,7,49,83,132,17,17,0,2,0.0,0.0,134,1135,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,0.0,132.0,0.0,8.0,14.29,37.12,12.88,0.0,75.0,14.78
2020-03-19T17:00:00,20,Sardegna,43,9,52,152,204,72,72,0,2,0.0,0.0,206,1334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,199.0,0.0,69.0,17.31,25.49,36.18,0.0,28.57,54.55
2020-03-20T17:00:00,20,Sardegna,56,15,71,217,288,84,87,3,2,0.0,0.0,293,1912,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,19.0,3.0,0.0,578.0,0.0,65.0,21.13,24.65,15.05,0.0,66.67,41.18
2020-03-21T17:00:00,20,Sardegna,65,16,81,240,321,33,37,5,4,0.0,0.0,330,2297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,2.0,2.0,385.0,0.0,23.0,19.75,25.23,9.61,0.0,6.67,11.46
2020-03-22T17:00:00,20,Sardegna,67,16,83,244,327,6,9,5,7,0.0,0.0,339,2402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,105.0,0.0,4.0,19.28,25.38,8.57,0.0,0.0,1.87
2020-03-23T17:00:00,20,Sardegna,76,18,94,249,343,16,20,5,11,0.0,0.0,359,2568,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,0.0,4.0,166.0,0.0,5.0,19.15,27.41,12.05,0.0,12.5,4.89
2020-03-24T17:00:00,20,Sardegna,80,19,99,296,395,52,62,11,15,0.0,0.0,421,2859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,4.0,291.0,0.0,47.0,19.19,25.06,21.31,0.0,5.56,15.16
2020-03-25T17:00:00,20,Sardegna,82,19,101,311,412,17,21,12,18,0.0,0.0,442,3019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,160.0,0.0,15.0,18.81,24.51,13.12,0.0,0.0,4.3
2020-03-26T17:00:00,20,Sardegna,92,20,112,350,462,50,52,13,19,0.0,0.0,494,3461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,1.0,1.0,442.0,0.0,39.0,17.86,24.24,11.76,0.0,5.26,12.14
2020-03-27T17:00:00,20,Sardegna,93,19,112,384,496,34,36,13,21,0.0,0.0,530,3801,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,2.0,340.0,0.0,34.0,16.96,22.58,10.59,0.0,-5.0,7.36
2020-03-28T17:00:00,20,Sardegna,95,22,117,452,569,73,94,29,26,0.0,0.0,624,4225,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,16.0,5.0,424.0,0.0,68.0,18.8,20.56,22.17,0.0,15.79,14.72
2020-03-29T17:00:00,20,Sardegna,105,23,128,454,582,13,14,29,27,0.0,0.0,638,4598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,0.0,1.0,373.0,0.0,2.0,17.97,21.99,3.75,0.0,4.55,2.28
2020-03-30T17:00:00,20,Sardegna,113,24,137,485,622,40,44,32,28,0.0,0.0,682,4993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,3.0,1.0,395.0,0.0,31.0,17.52,22.03,11.14,0.0,4.35,6.87
2020-03-31T17:00:00,20,Sardegna,113,28,141,516,657,35,40,34,31,0.0,0.0,722,5257,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,3.0,264.0,0.0,31.0,19.86,21.46,15.15,0.0,16.67,5.63
2020-04-01T17:00:00,20,Sardegna,119,27,146,529,675,18,23,36,34,0.0,0.0,745,5501,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.0,5.0,2.0,3.0,244.0,0.0,13.0,18.49,21.63,9.43,0.0,-3.57,2.74
2020-04-02T17:00:00,20,Sardegna,117,24,141,577,718,43,49,36,40,0.0,0.0,794,5970,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-5.0,0.0,6.0,469.0,0.0,48.0,17.02,19.64,10.45,0.0,-11.11,6.37
2020-04-03T17:00:00,20,Sardegna,122,24,146,598,744,26,31,40,41,0.0,0.0,825,6478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,508.0,0.0,21.0,16.44,19.62,6.1,0.0,0.0,3.62
2020-04-04T17:00:00,20,Sardegna,123,24,147,642,789,45,49,44,41,0.0,0.0,874,6789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,311.0,0.0,44.0,16.33,18.63,15.76,0.0,0.0,6.05
2020-04-05T17:00:00,20,Sardegna,126,25,151,664,815,26,33,49,43,0.0,0.0,907,7157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,2.0,368.0,0.0,22.0,16.56,18.53,8.97,0.0,4.17,3.3
2020-04-06T17:00:00,20,Sardegna,123,26,149,670,819,4,15,56,47,0.0,0.0,922,7521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-2.0,7.0,4.0,364.0,0.0,6.0,17.45,18.19,4.12,0.0,4.0,0.49
2020-04-07T17:00:00,20,Sardegna,122,26,148,673,821,2,13,62,52,0.0,0.0,935,7680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,6.0,5.0,159.0,0.0,3.0,17.57,18.03,8.18,0.0,0.0,0.24
2020-04-08T17:00:00,20,Sardegna,112,31,143,697,840,19,40,76,59,0.0,0.0,975,8493,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-10.0,-5.0,14.0,7.0,813.0,0.0,24.0,21.68,17.02,4.92,0.0,19.23,2.31
2020-04-09T17:00:00,20,Sardegna,106,25,131,745,876,36,51,86,64,0.0,0.0,1026,8918,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-12.0,10.0,5.0,425.0,0.0,48.0,19.08,14.95,12.0,0.0,-19.35,4.29
2020-04-10T17:00:00,20,Sardegna,107,26,133,743,876,0,37,118,69,0.0,0.0,1063,9444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,32.0,5.0,526.0,0.0,-2.0,19.55,15.18,7.03,0.0,4.0,0.0
2020-04-11T17:00:00,20,Sardegna,113,24,137,751,888,12,28,130,73,0.0,0.0,1091,10120,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,6.0,4.0,12.0,4.0,676.0,0.0,8.0,17.52,15.43,4.14,0.0,-7.69,1.37
2020-04-12T17:00:00,20,Sardegna,109,26,135,768,903,15,22,137,73,0.0,0.0,1113,10663,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,-2.0,7.0,0.0,543.0,0.0,17.0,19.26,14.95,4.05,0.0,8.33,1.69
2020-04-13T17:00:00,20,Sardegna,107,27,134,780,914,11,15,139,75,0.0,0.0,1128,11010,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-1.0,2.0,2.0,347.0,0.0,12.0,20.15,14.66,4.32,0.0,3.85,1.22
2020-04-14T17:00:00,20,Sardegna,107,24,131,769,900,-14,10,158,80,0.0,0.0,1138,11893,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,19.0,5.0,883.0,0.0,-11.0,18.32,14.56,1.13,0.0,-11.11,-1.53
2020-04-15T17:00:00,20,Sardegna,107,26,133,737,870,-30,23,208,83,0.0,0.0,1161,12395,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,50.0,3.0,502.0,0.0,-32.0,19.55,15.29,4.58,0.0,8.33,-3.33
2020-04-16T17:00:00,20,Sardegna,109,24,133,732,865,-5,3,214,85,0.0,0.0,1164,12796,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,6.0,2.0,401.0,0.0,-5.0,18.05,15.38,0.75,0.0,-7.69,-0.57
2020-04-17T17:00:00,20,Sardegna,113,23,136,736,872,7,14,220,86,0.0,0.0,1178,13304,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.0,3.0,6.0,1.0,508.0,0.0,4.0,16.91,15.6,2.76,0.0,-4.17,0.81
2020-04-18T17:00:00,20,Sardegna,112,23,135,746,881,9,20,231,86,0.0,0.0,1198,14087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,11.0,0.0,783.0,0.0,10.0,17.04,15.32,2.55,0.0,0.0,1.03
2020-04-19T17:00:00,20,Sardegna,117,22,139,725,864,-17,17,265,86,0.0,0.0,1215,14859,13760.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,4.0,34.0,0.0,772.0,0.0,-21.0,15.83,16.09,2.2,0.0,-4.35,-1.93
2020-04-20T17:00:00,20,Sardegna,115,21,136,718,854,-10,13,288,86,0.0,0.0,1228,15328,14160.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-3.0,23.0,0.0,469.0,400.0,-7.0,15.44,15.93,2.77,3.25,-4.55,-1.16
2020-04-21T17:00:00,20,Sardegna,112,21,133,704,837,-17,8,306,93,0.0,0.0,1236,15886,14526.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,18.0,7.0,558.0,366.0,-14.0,15.79,15.89,1.43,2.19,0.0,-1.99
2020-04-22T17:00:00,20,Sardegna,97,20,117,716,833,-4,11,318,96,0.0,0.0,1247,16886,15354.0,0.0,0.0,0.0,0.0,0.0,-1.0,-15.0,-16.0,12.0,3.0,1000.0,828.0,12.0,17.09,14.05,1.1,1.33,-4.76,-0.48
2020-04-23T17:00:00,20,Sardegna,90,20,110,707,817,-16,7,339,98,0.0,0.0,1254,17844,16094.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-7.0,21.0,2.0,958.0,740.0,-9.0,18.18,13.46,0.73,0.95,0.0,-1.92
2020-04-24T17:00:00,20,Sardegna,95,19,114,690,804,-13,3,351,102,0.0,0.0,1257,19889,18050.0,0.0,0.0,0.0,0.0,0.0,-1.0,5.0,4.0,12.0,4.0,2045.0,1956.0,-17.0,16.67,14.18,0.15,0.15,-5.0,-1.59
2020-04-25T17:00:00,20,Sardegna,96,18,114,680,794,-10,14,374,103,0.0,0.0,1271,20351,18480.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,23.0,1.0,462.0,430.0,-10.0,15.79,14.36,3.03,3.26,-5.26,-1.24
2020-04-26T17:00:00,20,Sardegna,95,20,115,668,783,-11,9,388,109,0.0,0.0,1280,21101,19162.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,14.0,6.0,750.0,682.0,-12.0,17.39,14.69,1.2,1.32,11.11,-1.39
2020-04-27T17:00:00,20,Sardegna,97,19,116,660,776,-7,3,398,109,0.0,0.0,1283,21395,19424.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,10.0,0.0,294.0,262.0,-8.0,16.38,14.95,1.02,1.15,-5.0,-0.89
2020-04-28T17:00:00,20,Sardegna,96,18,114,658,772,-4,2,404,109,0.0,0.0,1285,22116,20053.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,6.0,0.0,721.0,629.0,-2.0,15.79,14.77,0.28,0.32,-5.26,-0.52
2020-04-29T17:00:00,20,Sardegna,87,17,104,657,761,-11,5,413,116,0.0,0.0,1290,23299,21071.0,0.0,0.0,0.0,0.0,0.0,-1.0,-9.0,-10.0,9.0,7.0,1183.0,1018.0,-1.0,16.35,13.67,0.42,0.49,-5.56,-1.42
2020-04-30T17:00:00,20,Sardegna,87,16,103,641,744,-17,5,435,116,0.0,0.0,1295,24754,22358.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,22.0,0.0,1455.0,1287.0,-16.0,15.53,13.84,0.34,0.39,-5.88,-2.23
2020-05-01T17:00:00,20,Sardegna,84,12,96,648,744,0,18,452,117,0.0,0.0,1313,26242,23442.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.0,-7.0,17.0,1.0,1488.0,1084.0,7.0,12.5,12.9,1.21,1.66,-25.0,0.0
2020-05-02T17:00:00,20,Sardegna,86,13,99,631,730,-14,2,466,119,0.0,0.0,1315,26990,24065.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,14.0,2.0,748.0,623.0,-17.0,13.13,13.56,0.27,0.32,8.33,-1.88
2020-05-03T17:00:00,20,Sardegna,92,10,102,587,689,-41,4,511,119,0.0,0.0,1319,27737,24662.0,0.0,0.0,0.0,0.0,0.0,-3.0,6.0,3.0,45.0,0.0,747.0,597.0,-44.0,9.8,14.8,0.54,0.67,-23.08,-5.62
2020-05-04T17:00:00,20,Sardegna,91,9,100,553,653,-36,-2,545,119,0.0,0.0,1317,28052,24926.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,34.0,0.0,315.0,264.0,-34.0,9.0,15.31,-0.63,-0.76,-10.0,-5.22
2020-05-05T17:00:00,20,Sardegna,94,9,103,539,642,-11,1,557,119,0.0,0.0,1318,28867,25631.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,0.0,815.0,705.0,-14.0,8.74,16.04,0.12,0.14,0.0,-1.68
2020-05-06T17:00:00,20,Sardegna,91,11,102,521,623,-19,1,577,119,0.0,0.0,1319,29966,26598.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,-1.0,20.0,0.0,1099.0,967.0,-18.0,10.78,16.37,0.09,0.1,22.22,-2.96
2020-05-07T17:00:00,20,Sardegna,90,9,99,484,583,-40,5,622,119,0.0,0.0,1324,31064,27540.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-3.0,45.0,0.0,1098.0,942.0,-37.0,9.09,16.98,0.46,0.53,-18.18,-6.42
2020-05-08T17:00:00,20,Sardegna,90,10,100,453,553,-30,6,658,119,0.0,0.0,1330,32219,28519.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,0.0,1155.0,979.0,-31.0,10.0,18.08,0.52,0.61,11.11,-5.15
2020-05-09T17:00:00,20,Sardegna,87,11,98,452,550,-3,4,665,119,0.0,0.0,1334,33330,29503.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-2.0,7.0,0.0,1111.0,984.0,-1.0,11.22,17.82,0.36,0.41,10.0,-0.54
2020-05-10T17:00:00,20,Sardegna,83,10,93,422,515,-35,6,705,120,0.0,0.0,1340,34046,30086.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,-5.0,40.0,1.0,716.0,583.0,-30.0,10.75,18.06,0.84,1.03,-9.09,-6.36
2020-05-11T17:00:00,20,Sardegna,84,10,94,417,511,-4,3,712,120,0.0,0.0,1343,34641,30582.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,595.0,496.0,-5.0,10.64,18.4,0.5,0.6,0.0,-0.78
2020-05-12T17:00:00,20,Sardegna,77,11,88,418,506,-5,1,718,120,0.0,0.0,1344,35476,31351.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,-6.0,6.0,0.0,835.0,769.0,1.0,12.5,17.39,0.12,0.13,10.0,-0.98
2020-05-13T17:00:00,20,Sardegna,78,10,88,403,491,-15,1,734,120,0.0,0.0,1345,36710,32449.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,16.0,0.0,1234.0,1098.0,-15.0,11.36,17.92,0.08,0.09,-9.09,-2.96
2020-05-14T17:00:00,20,Sardegna,76,10,86,379,465,-26,0,755,125,0.0,0.0,1345,38034,33526.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,21.0,5.0,1324.0,1077.0,-24.0,11.63,18.49,0.0,0.0,0.0,-5.3
2020-05-15T17:00:00,20,Sardegna,75,10,85,376,461,-4,3,762,125,0.0,0.0,1348,39844,34864.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,7.0,0.0,1810.0,1338.0,-3.0,11.76,18.44,0.17,0.22,0.0,-0.86
2020-05-16T17:00:00,20,Sardegna,75,10,85,330,415,-46,4,812,125,0.0,0.0,1352,41257,35933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1413.0,1069.0,-46.0,11.76,20.48,0.28,0.37,0.0,-9.98
2020-05-17T17:00:00,20,Sardegna,76,10,86,319,405,-10,1,823,125,0.0,0.0,1353,42249,36736.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,992.0,803.0,-11.0,11.63,21.23,0.1,0.12,0.0,-2.41
2020-05-18T17:00:00,20,Sardegna,72,10,82,298,380,-25,0,847,126,0.0,0.0,1353,43387,37684.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,24.0,1.0,1138.0,948.0,-21.0,12.2,21.58,0.0,0.0,0.0,-6.17
2020-05-19T17:00:00,20,Sardegna,71,9,80,261,341,-39,1,887,126,0.0,0.0,1354,44413,38503.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,40.0,0.0,1026.0,819.0,-37.0,11.25,23.46,0.1,0.12,-10.0,-10.26
2020-05-20T17:00:00,20,Sardegna,68,10,78,253,331,-10,1,898,126,0.0,0.0,1355,45572,39460.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-2.0,11.0,0.0,1159.0,957.0,-8.0,12.82,23.56,0.09,0.1,11.11,-2.93
2020-05-21T17:00:00,20,Sardegna,64,12,76,242,318,-13,1,911,127,0.0,0.0,1356,46795,40461.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,-2.0,13.0,1.0,1223.0,1001.0,-11.0,15.79,23.9,0.08,0.1,20.0,-3.93
2020-05-22T17:00:00,20,Sardegna,58,6,64,242,306,-12,0,922,128,0.0,0.0,1356,48189,41603.0,0.0,0.0,0.0,0.0,0.0,-6.0,-6.0,-12.0,11.0,1.0,1394.0,1142.0,0.0,9.38,20.92,0.0,0.0,-50.0,-3.77
2020-05-23T17:00:00,20,Sardegna,58,6,64,223,287,-19,0,940,129,0.0,0.0,1356,49675,42790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1486.0,1187.0,-19.0,9.38,22.3,0.0,0.0,0.0,-6.21
2020-05-24T17:00:00,20,Sardegna,51,3,54,191,245,-42,0,982,129,0.0,0.0,1356,50796,43661.0,0.0,0.0,0.0,0.0,0.0,-3.0,-7.0,-10.0,42.0,0.0,1121.0,871.0,-32.0,5.56,22.04,0.0,0.0,-50.0,-14.63
2020-05-25T17:00:00,20,Sardegna,49,3,52,179,231,-14,-2,994,129,0.0,0.0,1354,51073,43924.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,12.0,0.0,277.0,263.0,-12.0,5.77,22.51,-0.72,-0.76,0.0,-5.71
2020-05-26T17:00:00,20,Sardegna,41,2,43,181,224,-7,0,1000,130,0.0,0.0,1354,51968,44663.0,0.0,0.0,0.0,0.0,0.0,-1.0,-8.0,-9.0,6.0,1.0,895.0,739.0,2.0,4.65,19.2,0.0,0.0,-33.33,-3.03
2020-05-27T17:00:00,20,Sardegna,41,2,43,172,215,-9,1,1010,130,0.0,0.0,1355,53294,45745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1326.0,1082.0,-9.0,4.65,20.0,0.08,0.09,0.0,-4.02
2020-05-28T17:00:00,20,Sardegna,38,2,40,160,200,-15,0,1025,130,0.0,0.0,1355,54587,46815.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,15.0,0.0,1293.0,1070.0,-12.0,5.0,20.0,0.0,0.0,0.0,-6.98
2020-05-29T17:00:00,20,Sardegna,37,2,39,151,190,-10,1,1036,130,0.0,0.0,1356,55831,47841.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,11.0,0.0,1244.0,1026.0,-9.0,5.13,20.53,0.08,0.1,0.0,-5.0
2020-05-30T17:00:00,20,Sardegna,34,2,36,150,186,-4,0,1040,130,0.0,0.0,1356,56580,48432.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,4.0,0.0,749.0,591.0,-1.0,5.56,19.35,0.0,0.0,0.0,-2.11
2020-05-31T17:00:00,20,Sardegna,33,2,35,150,185,-1,0,1041,130,0.0,0.0,1356,57296,49016.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,716.0,584.0,0.0,5.71,18.92,0.0,0.0,0.0,-0.54
2020-06-01T17:00:00,20,Sardegna,23,1,24,137,161,-24,1,1065,131,0.0,0.0,1357,57687,49354.0,0.0,0.0,0.0,0.0,0.0,-1.0,-10.0,-11.0,24.0,1.0,391.0,338.0,-13.0,4.17,14.91,0.26,0.3,-50.0,-12.97
2020-06-02T17:00:00,20,Sardegna,21,1,22,133,155,-6,0,1071,131,0.0,0.0,1357,58224,49736.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,6.0,0.0,537.0,382.0,-4.0,4.55,14.19,0.0,0.0,0.0,-3.73
2020-06-03T17:00:00,20,Sardegna,12,1,13,133,146,-9,0,1080,131,0.0,0.0,1357,58605,50057.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,-9.0,9.0,0.0,381.0,321.0,0.0,7.69,8.9,0.0,0.0,0.0,-5.81
